Text Signature,Bytes Signature
"swapTokensForExactTokens(address,uint256,uint256,address[],address,uint256)",0x22b58410
"swap1_0(int24,int256,int256,uint160)",0x24e3d7a8
swapMaster(),0x26a698fe
"transferUniswapProxy(address,address,address,uint256)",0x26963ef4
"swapTokensExactForTokensAll(address,address[])",0x2a17da7c
addLiquidityToUniswapNERDxWETHPair(),0x2a615cb1
"balancer_v2_swap_bribe(int24,bytes32,uint256,uint24,bytes,uint256)",0x30b49204
"swapEthForToken(address,uint256,uint256)",0x324083b1
"uniswapAddLiquidity2(uint256,uint256,uint256)",0x330e0bfa
"swapUniswapAndRepay(uint8,address,uint256,uint256,address[],uint256,address,bool)",0x34068159
_swapCallerFee(),0x340995f9
uniswapAllocation(),0x3ddf22a6
"swapAsset(uint256,uint256,uint256)",0x3ea8149f
"swap(address,address,uint256,bytes)",0x43a0a7f2
swap_to_usdt(uint256),0x4671201b
"swapExactTokensForTokensSupportingFeeOnTransferTokens2(uint256,uint256,address[],address[],uint256[],uint256)",0x484f3291
setDebaseUniswapLPContract(address),0x4b86a91e
"swap_buy_sell_flash(uint256,uint256,uint256,uint256,address,address)",0x4c374f29
"doUniswapV2Sell(address,uint256,uint256)",0x4f948b45
uniswapUSDCforETH(uint256),0x539ad113
"swapBackToExactAmount(uint256,address[],bool)",0x56b11e3d
"swapExactETHForTokensSupportingFeeOnTransferTokens(uint256,address[],address,uint256,uint256,uint256)",0x584d733e
"swapExactWBTCForETH(bytes,bool)",0x582c07df
"swapAnyway(int128,int128,uint256,bool)",0x5d49cf51
"swapExactTokensForTokensSF(uint256,uint256,address[],address,uint256)",0x5d5f229f
uniswapDaiforETH(),0x5fac1fee
"swapBuyLevel(address,uint64)",0x6143bc3c
"swapExactETHForTokens(uint256,uint256,address[],uint256)",0x656e83e1
allowedTransferBeforeUniswap(address),0x661335c7
uniswapIdle(uint256),0x691678dd
"swapWithFee(address,uint256)",0x6b85ab5b
uniswapETHforSETH(uint256),0x6cb18d4b
"swapTokensInComponent(address,address,uint256)",0x6e347e57
bxhswapRouter(),0x6ef62870
"l2_swap_raw_limit(int256,uint256,address,address,uint256)",0x6f2ce315
transferLiquidityToHoneyswap(),0x70e7a207
"univ3_swap_minout_1(int24,int256,int256,uint160,int24)",0x7133914e
"swapAVAXForToken(address,uint256,uint256)",0x71bda4d0
"_exin_swap(uint256,uint256,address[],uint256,uint256)",0x72558aa6
get_swap_fee(),0x73a48e67
"swap((address,uint256,address,uint256),bytes)",0x73ccae08
"swapExactETHForTokensSupportingFeeOnTransferTokens(address,uint256,address[],uint8[],address,uint256)",0x752ebb7c
"swapETHForExactTokens(uint256,address[],address,uint256,uint16)",0x77474a78
"univ3_swap_0(int24,int256,uint160,int24)",0x77e785d2
tokenUniswapPairDFGRFI(),0x794d6f90
"getUniswapV1AmountOut(bool,address,uint256)",0x79f3ac83
"swapExactEthToToken(uint256,uint256,address,uint256,uint256)",0x7a59e675
"swapToBan(string,uint256)",0x819ae230
swapped(address),0x81c61090
"swapUniswapProtocol(address,address[],uint256,uint256,address)",0x81c06ec3
"swapAVAXForToken(address,uint256,uint256,uint256)",0x8249d0f4
"uniswapWethChi(uint256,uint256,address[],bytes[])",0x83991370
uniswap_v2_address(),0x83e304eb
setStimulusUniswapOracle(address),0x84233707
"transferUniswapProxyMigratorV3(address,address,address,uint256)",0x84632fe7
"swap_burn_get_amount(uint256,address[],address)",0x8509e10b
"swap_burn_get_getReserves(address,address,address)",0x84ec7ee3
swapAtAmount(),0x86917524
uniswaprouteraddress(),0x87fed095
"swapRegUser(address,uint256)",0x8a1dc514
_Pancakeswap(),0x89da9ada
_uniswapETHPool(),0x8b1bdcb2
getUniswapPairsTokens(address[]),0x8fdfbef6
"swapTokensV3(address,bytes,bytes,uint256,uint256,uint256)",0x8fffdd55
"univ3_swap_minout_0(int24,int256,int256,uint160,int24)",0x91af79c3
swapERC20Token0ForERC20Token1(uint256),0x92140776
"swapWETHForExactTokens(uint256,uint8,uint256,address,bool)",0x925e9aed
"swapPreview(address,bytes)",0x92b900b8
swapStartsOn(),0x95f9df85
iUniswapV2Pair(),0x9691c722
uinswapV2Router(),0x9728032a
uniswapInterface(),0x9956acf1
"swap(uint256,uint256,address[])",0x99585aac
"swap3(address,bytes,address,bytes,address,bytes,uint256)",0x9a242eb6
"univ3_swap_minout_bribe_1(int24,int256,int256,uint160,uint256,int24)",0x9c632348
"swapTokenOnMultipleDEXes(uint256,uint256,address,address[],string[])",0x9e3cd5bf
"vswapPaths(address,address,uint256)",0x9e692329
"swapTokenToTokenAndTransfer(address,address,uint256,uint256,address,address[],uint256)",0x9e8944e5
_unbaseUniswapLPContract(),0x9ff20ef4
swapDNyanV1(uint256),0xa1fff9ad
"sushiswap_swapTokensForExactTokens_chi0(uint256,uint256,uint32)",0xa37bc625
lockUniswapTokens(),0xa43581ed
setUniswapV2Pair(),0xa6a738f1
"myswapTokensForExactTokens(address,address,uint256)",0xa895ec2e
getUniswapV2PairBalances(address[]),0xae8fb2c5
"swapExactTokensForETH(address,uint256,uint256,address[],uint8[],address,uint256)",0xaf7e6aec
vbswapToken(),0xb05b70da
"swapFromErc20(address,uint256,uint32)",0xb136e299
"swapTokenToToken(uint256[],address[])",0xb239e5a3
swapRouterSushi(),0xb33596be
claimAndBuyBackBDOFromVswapPool(),0xb4401646
bakeryswapFactory(),0xb54c7c90
v2swapROTforMAGGOT(uint256),0xb8c94cc1
swapship(),0xb9d83bb6
swapCreator(),0xbb08e673
"setVswapPaths(address,address,address[])",0xbca88850
swapHistoryList(uint256),0xbce2aa92
swap2BTRouting(uint256),0xbd990bb3
"swapAndBurnWithPath(uint256,uint256,uint256,address,address[],uint256,address[],address,uint256,bool,bytes)",0xc4f4e529
UniswapV3Address(),0xc7d838c8
uniswapLiquidityDeposit(uint256),0xca086180
"swapTokenForEth(address,uint256,uint256,uint256,address,address,uint256)",0xcabab781
uniswapV2RouterAddr(),0xcea20851
_debaseUniswapLPContract(),0xcee4f4d7
previousUniswapV2Pair(),0xd408d979
"unswap(address,uint256)",0xd6372fc3
"swapExactTokensForTokens(address,address,address,address,address,address,uint256,uint256,uint256,uint256,uint256,uint256)",0xdb04966b
"swapOutput(uint8,(uint256),(uint256),bool)",0xdc3184a0
sushiswapAddress(),0xde5b0289
"swapWithReferralMulti(address[],uint256,uint256,uint256[],uint256[],address,uint256)",0xe3a5ab78
"swap_minout_1(int24,int256,int256,uint160,uint256,uint256)",0xe4492a5f
"univ3_swap_worststart_0(int24,int256,uint160,uint160)",0xe4ea0f4d
swapToEth(),0xe620a25c
uniswapDepositAddres(),0xe635b4c4
swapRecords(uint256),0xe9c1069b
"uniswapWeth(uint256,uint256,address[],bytes[])",0xecd494b3
"univ2_swap_0(int24,uint256,uint256,uint256,uint256,int24)",0xeceb8400
addLiquidityToUniswapSPOONxFORKPair(),0xece3dc79
"swapExactTokensForTokensSF(uint256,uint256,address[],address,address,uint256)",0xee0223e8
veraswap(),0xee0a53c1
"swapExactTokensForETH(uint256,uint256,address[])",0xef66f725
uniswap_CRV2EURS(uint256),0xf1b96e47
"swap_give_eth(uint256,uint256)",0xf339b94d
UniswapCheckWhatContract(address),0xf77bfaa0
uniswapRouter02(),0xfb912246
"swapOutputYFOXForETH(uint256,uint256,address[],uint256)",0xfdbbb5e3
swapBackAll(),0xfdcf45ab
"swapExactETHForTokens(address,uint256,address[],address,uint256)",0xfde1adda
"swapExactHatForAvaxWithFees(uint256,uint256)",0x02549a49
"swapAndBurn_t1(uint256,uint256,address,address,address,address,uint256)",0x052855bb
iUniswapV2Router02(),0x0569f0b0
"swapHatForExactAvaxWithFees(uint256,uint256)",0x053ec620
"swapTokenToToken(uint256,uint256,address[],uint256,uint256,uint256,uint256)",0x062e7c2b
"l2_swap_numbers(string,int256,uint256,address,uint256)",0x0c38d0d3
swapForWrapper(uint256),0x0d31faab
"swapEtherToToken(address,address,uint256)",0x126cc312
swapExchanges(),0x15c36669
"swapAndRedeemAndRemove(address,uint256,address,uint8,uint8,uint256,uint256,uint256,uint8,uint256,uint256)",0x174dc952
"swapPath(address,address,uint256)",0x1a051746
"swapExactTokensForETH(uint256,uint256,address[],address,uint256,uint16)",0x1d4cf74d
"transferUniswapV3ProxyGas(address,address,address,uint256)",0x21596942
"getAmountInForUniswapValue(address,uint256,bool)",0x25a547f3
"swapV3Erc20(bytes[],address[],address)",0x25abc278
"swapExactETHForTokens(uint256,address[],address,uint256,((address,address,address,uint256,uint256,address,uint256,uint8,bytes32,bytes32),uint256,address[])[])",0x26d98fa4
"swapBwareTokens(uint256,uint256,uint256)",0x266c2e79
useSushiswap(address),0x297a8f8a
"swapETsFETHConfigurableAmountMEV(address[],uint256,uint256,uint256)",0x2a666739
decodeUniswapMetadata(uint256),0x325f718c
swapCounter(),0x33bce8c3
"sushiswap_swapExactTokensForETH(uint256,uint256,address[])",0x3802e561
kswapPerBlock(),0x3a8bb86f
"sushiswap_swapTokensForExactTokens_n1(uint256,uint256,uint32)",0x3be6016d
"swap(address,address,uint256,uint256,uint256,uint256,bool,bool)",0x3dd2f0d4
"swapExactETHForTokens(address,address[],address,uint256,uint256,uint256)",0x3f546ee8
"swapTokensForExactBase(uint256,uint256,address[],bytes32[],address,uint256)",0x40b8f9f4
"swap_1(int24,int256,uint160)",0x483a477f
"getAmountOutForUniswap(address,uint256,bool)",0x4bdde33a
_swapTokenSymbol(),0x58d5fad2
__sushiswapRouterV2(),0x59f723b7
"BiswapCall(address,uint256,uint256,bytes)",0x5b3bc4fe
crumbsUniswapV2Pair(),0x5c8bab99
"pinkswapCall(address,uint256,uint256,bytes)",0x5ddd1198
uniswapEthPairToken0(address),0x5f504c7d
"swapTokensForExactTokens(uint256,uint256,address[],bytes32[],address,uint256)",0x67a558ec
"deployUniswapMarket(address,address)",0x69bd26cd
"swapEthForERC1155(address,uint256[],uint256[],address)",0x70795ce3
uniswap_rise_eth_pair(),0x703c2d50
swapLeStep(),0x7299672c
addTautrinoUniswapPair(address),0x762e0f81
UniswapV2Factory(),0x78cc70b2
uniswapTokenBP(),0x7b6f299c
"swap4(int24,bool,int256,uint160)",0x7f5ed74d
"swapexactethfortokensgt(uint256,uint256,uint256)",0x83e385b8
swapMap(address),0x85528f0b
"swapETHForExactTokens(uint256,uint256,address[])",0x87151a79
"addSingleAssetsAndToUniswap(address,uint256,uint256)",0x887dd84e
"doswapzeroall(address,uint256,address)",0x8789a8d6
swapCompleted(),0x89ab30e4
uniswap_router(),0x9052be61
"swapExactTokensForTokens(uint256,uint256,address[],address,uint256,address[],uint256[])",0x903ad1f7
"swapUniswapAndDeposit(uint8,address,uint256,uint256,address[],uint256,address,bool)",0x9059232f
swapshipPerBlock(),0x9292a849
"balancer_v2_swap(int24,bytes32,uint256,uint24,bytes)",0x9310e6a6
getUniswapMKRExchange(),0x94c4a124
getUniswapReserves(address),0x94f82960
_pobEthUniswapPair(),0x98b9421f
UniswapPoolAddress(address),0x9a17b506
"swapEthForTokens(address[],uint256)",0x9b3f8002
"swapForCblt(address,uint256)",0xa5b0f822
swapAndBFIEnabled(),0xaa82ac66
"setTokenToUniswapMin(address,uint256)",0xac6396fa
swapRecentFst(),0xb2d3b917
"swapV2Erc20(address[][],address)",0xb7397192
"swapExactETHForTokensMEV(uint256,uint256,address[],uint256,uint256)",0xb8a0d88e
"swapAVAXForExactTokens(address,uint256)",0xb8a62bb6
uniswap_factory(),0xb98d1fe2
"_swapExactTokensToTokens(address,uint256,address,uint256,uint256,address,address,bool)",0xbb6c1088
uniswapV1(),0xcbe2e7f8
"swap(uint256,uint256,uint256,address,address,bool)",0xd149d05c
swappedSoFar(),0xd421c5cb
swapForToken(uint256),0xd49cec7f
"univ3_swap_worststart_1(int24,int256,uint160,uint160,int24)",0xd66decf8
swapContractEthToLink(uint256),0xe6cbc0e8
getPancakeswapPrice(),0xe8e2c803
atomicswaps(bytes32),0xee5e4159
_PancakeswapPool(),0xee3b4150
"swapAndDonate((uint96,address[],bytes,uint256,uint256,uint256))",0xee4ecae0
fxswapPerBlock(),0xefb5383f
"bp_swapExactAmountIn(address,address,uint256,address,uint256,uint256)",0xfb15c33e
unswapLeftovers(),0xfb983b83
"swapETHForExactTokens(uint256,uint256,address[],address,uint256)",0xfc374157
Uniswap_Router_Address(),0x028d45d9
setIUniswapV2Router01(address),0x02ba3a47
cakeswapPair(),0x03f24814
swapTokenSupply(),0x06a2aca5
setTokenUniswapPairRFIETH(address),0x0722cca0
"from_sushiswap_to_balancer(address,uint256,uint256,uint256,address[],address[])",0x072750f3
"swapExactTokensForTokens(uint64,uint256,uint256,address[],uint256)",0x079a41a7
swapRates(address),0x07989d5a
"swapExact(address,address,uint256,uint256,bool,address)",0x0a38f81e
swapEthForToken(uint256),0x104ca909
addrUniswap(),0x12e9332d
"swapTokensExactForTokens1(address,address[],uint256)",0x13886120
vbswapExactTokensForETH(uint256),0x16cc65ae
"swapExactETHForTokensToEx(uint256,uint256,address[],address,uint256)",0x183d4e0b
"UniswapPrice(uint256,address[])",0x193c55d7
"swapExactFor(uint256,uint256,address[],address,uint256,bool)",0x191d7f4d
"swapNoSplitToETH((uint256,uint256,address[],address[]),address,uint256)",0x19ec0d90
"swapBUSDToTokens(address[],address,uint256)",0x1fa970f3
"swap2(address,bytes,address,bytes,uint256)",0x22c77a87
CheckUniswapCA(address),0x2bf34e61
"swapExactBNBForTokens(address,address[],address,uint256,uint256,uint256)",0x2c37747a
"swap(uint256[],address[],address[],uint256,uint256,uint256)",0x310b356b
"swapBuybackTest(address,address,uint256,uint256,bool,address)",0x36f1365a
"swapTT(uint256,uint256,uint64,uint8,uint256,uint256,bytes32)",0x3716c291
"swapBaseForExactTokens(uint256,address[],bytes32[],address,uint256)",0x3e682567
"swapPair(address,address,uint256,uint256)",0x4154466d
"CT_swap_ETH(uint256,address)",0x47fe96c0
"swapAlia(uint256,uint256,address,address)",0x4b596212
"univ2_swap_bribe_0(int24,uint256,uint256,uint256,uint256,uint256,int24)",0x51887695
"swapBalancerUni(address,address,address,uint256)",0x5810f662
swap2INXRouting(uint256),0x5fee257f
swapGasEstimate(),0x69cff80d
swapTokenName(),0x6aaabbcb
_swapRatio1(),0x6afbde91
"swapAndBurnWithPath(uint256,uint256,uint256,string,address,address[],uint256)",0x6f5e73ad
"swapTokenToDai(address,uint256,uint256,bool)",0x70bcf609
"swapEthToDai(uint256,uint256,bool)",0x75ba796d
tacoswap(),0x788337cf
"swapExactTo(uint256,uint256,address,uint256,uint256,address[],uint256[],uint8[])",0x7cdb07a0
setUniswapPairHORSEFLYROT(address),0x817bf361
"swap_worststart_1(int24,int256,uint160,uint160,uint256)",0x86fb34c6
swapAndBurn(address),0x906a685e
"_uniswapExchangeRate(uint256,address[])",0x90e95c11
swapToken2(uint256),0x980d69d3
swapEth(uint256),0x98cf9d51
"swapExactTokensForETH(uint256,uint256,address[],address,uint256,bool)",0x9be677c1
pendingFromVswapPool(),0x9d74393e
vbswapToWbnbPair(),0xa1599f1d
uniswapEthPairByTokenAddress(address),0xa45098f7
"swapExactETHForTokensArray(uint256,address,address,uint256)",0xa5bf0d16
"swapAndReward(address,bytes,uint256,uint256,uint256)",0xa720c688
ischalUniswapMining(),0xa811306f
fxswap(),0xacbb91f6
set_swap_fee(uint256),0xade3592b
"swap(uint256,address[],uint256,uint256)",0xaf431979
"swap(address[],uint256)",0xb18834aa
totalUniswapLiquidity(),0xb19f87ac
"swap(address,address,uint256,uint256,address[],bytes,uint256[],uint256[],uint256)",0xb2dd859f
"swapExactTokensForTokens(uint256,uint256,address,address,uint256,bytes32[])",0xb57ace14
"swapExactETHforTokens(address,uint256,uint256)",0xb9107900
swap2(address),0xb8e22c13
"swapTokensWithTrust(address,address,uint256,uint256,address)",0xbaa0742c
tautrinoUniswapPairs(uint256),0xc98b07b9
"runswapTokenforWETH(uint256,address,address)",0xcb3688a9
"swapExactWEthTokensForTokensMask(uint256[],address,address,uint256)",0xcff293aa
"yetiswapCall(address,uint256,uint256,bytes)",0xd172cd47
uniswapTokenTimelockAddress(),0xd1f786fe
"swapExactTokensForETH(address,uint256,address,uint256,address[],uint256,uint256,uint256)",0xd2e9d0be
"univ2_swap_1(int24,uint256,uint256,uint256,uint256)",0xd47c3d14
"swapType(bytes32,uint8)",0xd6fe81ae
swapROTforMAGGOT(),0xd819917f
"doswapzero(uint256,address,uint256,address)",0xe2cbd4fa
_pbaseEthUniswapPair(),0xe71c8876
"swapTokenWithPath(address,uint256,uint256,uint256,address,address[],address[],uint256)",0xf0dca0e1
wbtcDiggSushiswap(),0xf15939b3
updateUniswapFactoryContractAddress(address),0xf14c3915
"swapEthForExactTokenUniswapWithGasToken(uint256,address[],uint256,uint256)",0xf1d56a0d
"swapViaZap(address,address,uint256)",0xfde28ef0
uniswapV2FactoryAddr(),0xff142f97
"swapEthToDai(uint256,uint256,uint256)",0x01bbecde
"swapFromV2ToV3WithToken(address,address[],bytes,uint256,uint256,uint256,uint256)",0x03c0ba37
"swapChi(uint256,uint256,uint256,address,address,bool,uint16)",0x033cc1f6
tokenToUniswapMin(address),0x07dc77d9
"taswap(uint256,address,address,address)",0x11a5ef78
"setUniswapPathsToWeth(address,address[])",0x2a1aab2a
"swapTokenForETH(address,uint256,uint256,address)",0x3571427f
uniswapDeadline(),0x39d2ad29
"swapTokensForExactTokens(uint256,uint256,address[])",0x397d4b4a
"jetswapCall(address,uint256,uint256,bytes)",0x3fc01685
"performUniswapActual(address[],uint256)",0x4614169d
swapETHToBBT(uint256),0x4415279e
UniswapCheck(address),0x4658265f
swap_raw_limit_ex_spent(address),0x4c7bd631
"swapExactAmountOut(address,address,uint256,address,uint256,uint256)",0x4d128b77
IUniswapV2PairAddr(),0x56940eac
"swapExactBNBForTokens(uint256,address[],address)",0x5a79a5b1
swapMappingETH2BSC(address),0x60b810f1
uniswapBlockTimestampLast(),0x62c95728
"swap(address,address,address,uint256,address,bool,uint128,uint128)",0x653c3c8f
"swapBuyLevel(address,uint256)",0x69fcb251
uniswapFactoryA(),0x6a09006e
setUniswapApproval(address),0x6b87f990
"swapExactETHForTokensx(uint256,uint256,address[],uint256)",0x6f82a0f0
"swapExactAlphaForETH(uint256,uint256,address,uint256)",0x6faad94e
swapLimitOverhead(),0x809c302a
"swapExactTokensForTokens(address,address,uint256,uint256,address[],uint8[],address,uint256)",0x89df37af
"swap(address,uint256,address[],uint256,address)",0x8f61c997
"swapExactETHForTokens(uint256,address[],uint256,address,uint256,uint256)",0x91ae8a77
"swapExactTokensForETH(uint256,address[],address,address)",0x96065e38
"swapETHForExactTokens(uint256,address[],uint256)",0x9c79d60f
"swapX(address,address,uint256,bool)",0xa245fed5
"swapTokenForEthWithPath(address,uint256,uint256,uint256,address,address[],uint256)",0xa3f11965
"swapToken1(address,int256,int24)",0xae93c598
"swap(uint256,uint256,address[],address,uint256,bool,bool)",0xafffa540
"runTokenUniswapTransferuniswapaddrssintransfer(uint256,address,address)",0xba731d97
"swapZero(uint256,address[],address,uint256)",0xbcfd7222
hasSentToUniswap(),0xbed68374
"swapTokenBForTokenA(address,address)",0xd2f16986
"sushiswap_swapETHForExactTokens(uint256,address[])",0xd52d400e
"performTriangularTradeWithFlashswap(uint256,uint256,address[],address[],uint256)",0xdab2ed45
sushiswap_address(),0xdf5599e7
"swapAndBurnEth(uint256,uint256,string,address,address,uint256)",0xe11e1a80
_uniswapV2Liq(),0xe20d1d20
"UniswapTranTransfrom(uint256,address,address)",0xe5df32a3
"swapTokenToEther(address,address,uint256)",0xeb756576
swapAndLock(),0xf08205d7
"swapToken(address,address,address)",0xf2309a45
swapToken1(uint256),0xf4cb34d4
"swapExactTokensForETH(uint256,uint256,address[],address,uint256,((address,address,address,uint256,uint256,address,uint256,uint8,bytes32,bytes32),uint256,address[])[])",0x0b12cf61
"_swapOnUniswapV2Internal(address,address,uint256,address)",0x2b055eac
uniswapFactoryAddress(),0x3655ac3c
"transferonUniswap0(uint256,address,address)",0x34ba448e
"swap2_1(int24,int256,uint160,uint160)",0x3dc7b44a
"swap(uint256,bool,uint256)",0x4312ae31
"swapExactTokensForTokens(uint256,uint256,address[],address,uint256,uint16)",0x43173846
"swap(bytes32,bytes32,address,bytes32,uint256,uint256)",0x478dd366
sushiswapFactory(),0x501070be
"sushiswap_swapExactTokensForTokens_n1(uint256,uint256,uint32)",0x5a5cdc1c
uniswapPairPath(uint256),0x61d84478
"swap_v2(address,uint256)",0x64827ba4
setswapAndSendEnabled(bool),0x76264eca
"swapExactETHForTokens(uint256,uint256,address,address,uint256,bytes32[])",0x78bb58f8
"swapOutputETHForYFOX(uint256,uint256,address[],uint256)",0x7a30ef5f
"swapExactETHForTokensSupportingFeeOnTransferTokensCrossChain(uint256,address[],bytes,uint256,uint64,uint64,bytes,uint256,uint256)",0x8540c451
"swapInput(uint8,(uint256),(uint256))",0x9ffca62f
"swap(int128,int128,uint256)",0xb1ed254c
arbswapnthree(bytes32[3]),0xb9dabce2
createUniswapPairs(),0xb87f23b1
"swapTokens(uint256,uint256,address[],address[],uint8[])",0xc1131b49
"l2_swap_raw_limit(string,int256,uint256,address,address,uint256)",0xc6bc6723
maticswap(),0xd6f5965b
"swapExactTokensForETHSF(uint256,uint256,address[],address,uint256)",0xdb2e4440
"swapOneJoin(address,address,uint256,uint256)",0xdda8a96a
swapMinimum(),0xf8821a62
"ArbitrageUniswapKyber(address,address,address,address,uint256,uint256,address)",0x18276bec
"swapExactTokensForTokens(address,uint256,uint256,address[],address,uint256)",0x375734d9
"swapMultipleAuthKeys(address[],address[])",0x5b79818f
"swapTransfer(address,address,uint256)",0x64cd490a
"swapWithSigner(address,bytes,bytes,uint256,uint256)",0x6ae9aa2c
swap2WantRouting(uint256),0x7f09b4a6
"fetchUnswapPairsFromFactory(address,address[])",0x7ecdb40a
"swap_sell_token(uint256,uint256)",0x7fde654e
"swap1(address,bytes)",0x811319d8
uniswapETHforUSDC(),0x86906888
zzznapUniswapV2Pair(),0x886eb4d3
uniswapEx(),0x9edf2c3c
set_uniswapExchangeContract(address),0xa38c5572
swapdexPerBlock(),0xd67b2c75
swapMyCashToDai(uint256),0xf0bf080a
setUniswapRouter02(address),0x0f81aef4
"swapExactTokensForTokens2(uint256,uint256,address[],address[],uint256[],uint256)",0x1f39a37b
sushiswapV2Factory(),0x266e0330
addLiquidityToUniswapENCORExWETHPair(),0x4dcd12a8
_swapMerelToEmelie(uint256),0x569d18ef
__uniswap(),0x77be00f3
uniswapPoolEth(),0x7d772c35
"curve_swap(int24,uint256,bytes)",0xa27f8156
"removeLiquidityFromUniswapV2(address,address,uint256,uint256,uint256)",0xa4438bb2
swapForDai(uint256),0xd4fcebea
pancakeswapRouterAddress(),0xd6f2d87c
"v2_swapTokensForTokens(address,address,uint256,address,uint256)",0x067b037c
_tiersUniswapLPContract(),0x21ebcc70
"consultUniswapV2LPToken(address,address,address,address,address)",0x4a21a580
"univ2_swap_bribe_1(int24,uint256,uint256,uint256,uint256,uint256)",0x5c1ac005
swapToStandardFee(),0x724f709e
"swapExactTokensForTokens(address,address[],address,uint256,uint256,uint256)",0x9a6d2608
"callUniswapRouterDegen(address,address)",0xba8b36b1
"updateUniswapRouters(address[],bool)",0xdb43d819
"swapexactethfortokensowngt(uint256,uint256,uint256)",0xfc69420a
stakeAmountFromVswapPool(),0x0fc7bfd6
"swapExactTokensForTokensSupportingFeeOnTransferTokens(uint256,uint256,address[],address,uint256,((address,address,address,uint256,uint256,address,uint256,uint8,bytes32,bytes32),uint256,address[])[])",0x4016846f
"swapTokenToToken(uint256,uint256,address[],uint256,uint256)",0x3d6350d3
"swapTokensStep2(uint256,address[],address)",0x96892504
"getUniswapPrice(address,bool)",0x96936e4c
"swap_curve(address,address,uint256)",0xdc859718
"swapExactTokensForTokensToEx(uint256,uint256,address[],address,uint256)",0xf6737560
"swapUniV3Single(string,(address,address,uint24,address,uint256,uint256,uint256,uint160))",0x426e2189
"swap_buy_token(uint256,uint256)",0x725351a1
"createFarmUniswap(address,uint256,address,address,uint256,uint256,uint256,uint256)",0xb875643a
swappingActive(),0xd23b1e90
"swapNoSplitToETHWithPermit((uint256,uint256,address[],address[]),address,uint256,uint256,uint8,bytes32,bytes32)",0xf8d9d6eb
"swapAtoB(uint256,uint256)",0xf0b456e9
"swapTokensDEV(uint256,address,address,address)",0x4d6f6d32
"swap(uint256,uint256,address[],address,uint256)",0x90f11e84
ETH_swap_CT(),0x93055e72
"swapThenBurn(bytes,uint256,uint256)",0xe4b87227
"swapAtUniSwap(address,uint256,address)",0xd6edf7fc
"swapEthForTokenBancor(address,uint256)",0xed9a2dac
swapEthForDai(uint256),0xdd7bad6a
swapTokenswithoutImpact(uint256),0xf57d384e
"swap(address,uint256,(address,uint256,address[])[],address,uint256,uint256,uint256,address)",0x0f658414
swapWithoutLiquify(uint256),0x590ca847
"swap(address,uint64,uint64,bytes,bytes,uint256,uint256,uint256,uint256)",0x559ebe57
"swap(uint256,uint256,uint256,uint256,address,bytes)",0xf8b134c6
swapRewardToken(address),0x26aaf9cf
swapTokenToUsd(uint256),0x6448d4fd
swapUsdToToken(uint256),0x53dcd545
"swapAndStartBridgeTokensViaAcross((bytes32,string,address,address,address,address,uint256,uint256),(address,address,address,address,uint256,bytes)[],(address,uint256,address,uint64,uint64,uint64))",0x85f7c181
initAnyswap(address),0xdcf5b78a
changeAnyswapRouter(address),0x5621c2ce
"swap(uint16,uint256,uint256,address,(uint256,uint256),(uint256,uint256,uint256,uint256,uint256,uint256),(uint256,uint256,bytes),bytes,bytes)",0x51156e73
"swap(uint16,uint256,address,uint256,uint256,bool)",0x1b7319b6
"swap(uint16,uint256,uint256,address,uint256,uint256,(uint256,uint256,bytes),bytes,bytes)",0x9fbf10fc
"swapRemote(uint16,bytes,uint256,uint256,uint256,uint256,address,(uint256,uint256,uint256,uint256,uint256,uint256),bytes)",0x2f925555
"swap(uint256,bytes)",0xbd0625ab
"swapWithSig(uint256,uint256,bytes)",0x5f635f9a
"unxswap(address,uint256,uint256,bytes32[])",0xa6497e5c
"swapExactFraxForTemple(uint256,uint256,address,uint256)",0xbb32e19b
"swapExactTempleForFrax(uint256,uint256,address,uint256)",0x226d1bec
swapExactFraxForTempleQuote(uint256),0x41f527e0
swapExactTempleForFraxQuote(uint256),0xaff70417
swapAndSendDividendsAndLiquidity(uint256),0xc2edba50
swapTokensForCULT(uint256),0xe2de0044
"swapETHForExactTokensSaitamask(uint256,address[],address,uint256)",0x820e350c
"swapExactETHForTokensSaitamask(uint256,address[],address,uint256)",0x0ed10d90
"swapExactTokensForETHSaitamask(uint256,uint256,address[],address,uint256)",0x40b26f95
"swapExactTokensForTokensSaitamask(uint256,uint256,address[],address,uint256)",0x2a222d29
"swapTokensForExactETHSaitamask(uint256,uint256,address[],address,uint256)",0x268c1300
"swapTokensForExactTokensSaitamask(uint256,uint256,address[],address,uint256)",0xe436b5ce
swapForChoosenToken(),0xbbb181da
swapDegenForNative(uint256),0x308815b5
"swap(address,(address,address,address[],uint256[],address,uint256,uint256,uint256,bytes),bytes)",0x32464be8
"swapExactNATForTokens(uint256,address[],address,uint256)",0xf16cab23
"swapTokensForExactNAT(uint256,uint256,address[],address,uint256)",0xdaaa9a46
"swapExactTokensForNAT(uint256,uint256,address[],address,uint256)",0x2b3b0f2b
"swapNATForExactTokens(uint256,address[],address,uint256)",0xe8cf74bb
"swap25927504(uint256,uint256,uint256,address,address,uint256)",0x000000d8
swapForTax(),0xd49b55d6
_swapForETH(uint256),0xf3ea4ccb
swapEthAndDistribute(),0x0ef8464a
swapFeesManual(),0x06d8ea6b
"swapNft(uint256,uint256)",0x2021c829
swapSlippage(),0x1aedeabe
